,Name,Individual voxel z-score,Individual voxel Posterior prob,Seed-based network Func conn. (r),Seed-based network Meta-analytic coact. (r),x,y,z,"x, y, z"
73,arterial,0.0,0.2,-0.01,-0.01,10,10,10,"10, 10, 10"
74,arterial spin,-0.0,0.21,-0.01,-0.01,10,10,10,"10, 10, 10"
75,articulatory,0.0,0.54,-0.03,-0.02,10,10,10,"10, 10, 10"
76,asd,0.0,0.59,-0.01,-0.01,10,10,10,"10, 10, 10"
77,association,0.0,0.49,0.0,0.0,10,10,10,"10, 10, 10"
78,associations,0.0,0.58,-0.0,0.01,10,10,10,"10, 10, 10"
79,associative,0.0,0.55,0.01,0.02,10,10,10,"10, 10, 10"
80,asymmetry,-0.0,0.42,-0.0,-0.01,10,10,10,"10, 10, 10"
81,atrophy,0.0,0.43,-0.01,-0.03,10,10,10,"10, 10, 10"
82,attend,-0.0,0.23,-0.02,-0.01,10,10,10,"10, 10, 10"
83,attended,-0.0,0.51,-0.06,-0.01,10,10,10,"10, 10, 10"
84,attending,0.0,0.57,-0.03,-0.01,10,10,10,"10, 10, 10"
85,attention,0.0,0.47,-0.07,0.01,10,10,10,"10, 10, 10"
86,attention deficit,0.0,0.46,0.0,-0.01,10,10,10,"10, 10, 10"
87,attention network,0.0,0.43,-0.04,-0.0,10,10,10,"10, 10, 10"
88,attention task,0.0,0.63,-0.01,-0.01,10,10,10,"10, 10, 10"
89,attentional,0.0,0.53,-0.07,0.02,10,10,10,"10, 10, 10"
90,attentional control,-0.0,0.56,0.0,0.01,10,10,10,"10, 10, 10"
91,attenuation,0.0,0.41,-0.01,-0.01,10,10,10,"10, 10, 10"
92,audiovisual,-0.0,0.47,-0.07,-0.04,10,10,10,"10, 10, 10"
93,auditory,-0.0,0.42,-0.09,-0.05,10,10,10,"10, 10, 10"
94,auditory cortex,-0.0,0.48,-0.07,-0.04,10,10,10,"10, 10, 10"
95,auditory stimuli,0.0,0.31,-0.05,-0.02,10,10,10,"10, 10, 10"
96,auditory visual,-0.0,0.4,-0.04,-0.02,10,10,10,"10, 10, 10"
97,autism,-0.0,0.46,-0.0,-0.01,10,10,10,"10, 10, 10"
98,autism spectrum,-0.0,0.43,-0.01,-0.02,10,10,10,"10, 10, 10"
99,autobiographical,-0.0,0.67,0.05,-0.02,10,10,10,"10, 10, 10"
100,autobiographical memory,-0.0,0.68,0.02,-0.02,10,10,10,"10, 10, 10"
101,autonomic,-0.0,0.31,-0.01,-0.02,10,10,10,"10, 10, 10"
102,aversive,-0.0,0.52,0.04,0.06,10,10,10,"10, 10, 10"
103,avoid,-0.0,0.5,-0.0,-0.0,10,10,10,"10, 10, 10"
104,avoidance,-0.0,0.61,0.06,0.07,10,10,10,"10, 10, 10"
105,awareness,0.0,0.47,-0.01,-0.0,10,10,10,"10, 10, 10"
106,ba,0.0,0.54,0.05,0.03,10,10,10,"10, 10, 10"
107,ba 44,0.0,0.6,0.06,0.04,10,10,10,"10, 10, 10"
108,balance,0.0,0.34,-0.01,-0.0,10,10,10,"10, 10, 10"
109,basal,4.18,0.66,0.32,0.36,10,10,10,"10, 10, 10"
110,basal ganglia,4.62,0.68,0.32,0.36,10,10,10,"10, 10, 10"
111,baseline,0.0,0.45,0.0,0.0,10,10,10,"10, 10, 10"
112,behavior,-0.0,0.55,0.09,0.16,10,10,10,"10, 10, 10"
113,behavioral,0.0,0.52,0.03,0.04,10,10,10,"10, 10, 10"
114,behavioral measures,-0.0,0.65,-0.0,-0.0,10,10,10,"10, 10, 10"
115,behavioral performance,-0.0,0.54,0.0,-0.0,10,10,10,"10, 10, 10"
116,behavioral responses,-0.0,0.46,0.0,0.04,10,10,10,"10, 10, 10"
117,behaviors,0.0,0.58,0.0,0.06,10,10,10,"10, 10, 10"
118,belief,0.0,0.61,0.02,-0.02,10,10,10,"10, 10, 10"
119,beliefs,-0.0,0.4,0.05,-0.01,10,10,10,"10, 10, 10"
120,beta,-0.0,0.55,-0.02,-0.0,10,10,10,"10, 10, 10"
121,bias,-0.0,0.45,0.0,0.0,10,10,10,"10, 10, 10"
122,bilaterally,-0.0,0.34,0.0,-0.0,10,10,10,"10, 10, 10"
123,bilinguals,0.0,0.57,0.01,0.01,10,10,10,"10, 10, 10"
124,binding,0.0,0.35,-0.0,-0.0,10,10,10,"10, 10, 10"
125,biomarker,-0.0,0.36,0.02,-0.0,10,10,10,"10, 10, 10"
126,biomarkers,0.0,0.56,-0.0,-0.0,10,10,10,"10, 10, 10"
127,bipolar,0.0,0.54,-0.0,-0.01,10,10,10,"10, 10, 10"
128,bipolar disorder,0.0,0.54,-0.0,-0.0,10,10,10,"10, 10, 10"
129,blind,-0.0,0.38,-0.03,-0.01,10,10,10,"10, 10, 10"
130,bodily,0.0,0.52,-0.02,-0.02,10,10,10,"10, 10, 10"
131,body,0.0,0.46,-0.12,-0.02,10,10,10,"10, 10, 10"
132,brains,-0.0,0.59,-0.0,-0.01,10,10,10,"10, 10, 10"
133,brainstem,0.0,0.51,0.04,-0.0,10,10,10,"10, 10, 10"
134,broca,-0.0,0.67,0.06,0.04,10,10,10,"10, 10, 10"
135,brodmann,-0.0,0.66,0.02,-0.01,10,10,10,"10, 10, 10"
136,button,-0.0,0.51,-0.01,-0.01,10,10,10,"10, 10, 10"
137,calculation,0.0,0.58,0.0,0.07,10,10,10,"10, 10, 10"
138,callosum,-0.0,0.64,0.04,-0.01,10,10,10,"10, 10, 10"
139,capacity,0.0,0.38,-0.0,-0.0,10,10,10,"10, 10, 10"
140,capture,-0.0,0.59,-0.01,-0.0,10,10,10,"10, 10, 10"
141,categorical,0.0,0.47,-0.0,-0.01,10,10,10,"10, 10, 10"
142,categories,-0.0,0.42,-0.05,-0.02,10,10,10,"10, 10, 10"
143,categorization,0.0,0.24,-0.0,-0.0,10,10,10,"10, 10, 10"
144,category,-0.0,0.47,-0.06,-0.02,10,10,10,"10, 10, 10"
145,caudal,-0.0,0.5,-0.05,-0.01,10,10,10,"10, 10, 10"
146,caudate,12.73,0.79,0.44,0.55,10,10,10,"10, 10, 10"
147,caudate nucleus,8.26,0.78,0.4,0.51,10,10,10,"10, 10, 10"
148,cerebellar,-0.0,0.52,0.07,-0.07,10,10,10,"10, 10, 10"
149,cerebellum,0.0,0.43,0.06,-0.06,10,10,10,"10, 10, 10"
150,cerebral,0.0,0.46,0.0,-0.0,10,10,10,"10, 10, 10"
151,cerebral cortex,0.0,0.24,-0.0,-0.0,10,10,10,"10, 10, 10"
152,character,0.0,0.32,0.0,0.0,10,10,10,"10, 10, 10"
153,characters,0.0,0.35,-0.05,-0.01,10,10,10,"10, 10, 10"
154,childhood,0.0,0.59,0.0,-0.0,10,10,10,"10, 10, 10"
155,children,-0.0,0.56,-0.0,-0.0,10,10,10,"10, 10, 10"
156,chinese,0.0,0.46,-0.01,0.01,10,10,10,"10, 10, 10"
157,choice,0.0,0.46,0.06,0.11,10,10,10,"10, 10, 10"
158,choices,-0.0,0.64,0.07,0.09,10,10,10,"10, 10, 10"
159,choose,-0.0,0.4,0.05,0.05,10,10,10,"10, 10, 10"
160,chosen,0.0,0.69,0.01,-0.0,10,10,10,"10, 10, 10"
161,chronic,0.0,0.52,-0.0,-0.0,10,10,10,"10, 10, 10"
162,chronic pain,-0.0,0.22,0.02,0.0,10,10,10,"10, 10, 10"
163,cingulate,-0.0,0.52,0.25,0.1,10,10,10,"10, 10, 10"
164,cingulate cortex,0.0,0.51,0.2,0.1,10,10,10,"10, 10, 10"
165,cingulate cortices,-0.0,0.49,0.03,-0.0,10,10,10,"10, 10, 10"
166,cingulate gyrus,0.0,0.49,0.01,0.0,10,10,10,"10, 10, 10"
167,classical,-0.0,0.48,-0.0,-0.01,10,10,10,"10, 10, 10"
168,cognition,-0.0,0.52,0.01,-0.01,10,10,10,"10, 10, 10"
169,cognitive,0.0,0.52,0.05,0.04,10,10,10,"10, 10, 10"
170,cognitive control,-0.0,0.6,0.09,0.07,10,10,10,"10, 10, 10"
171,cognitive deficits,0.0,0.53,-0.0,0.0,10,10,10,"10, 10, 10"
172,cognitive emotional,-0.0,0.49,0.0,-0.01,10,10,10,"10, 10, 10"
173,cognitive function,0.0,0.28,-0.0,-0.0,10,10,10,"10, 10, 10"
174,cognitive functions,0.0,0.41,0.01,-0.01,10,10,10,"10, 10, 10"
175,cognitive impairment,0.0,0.5,0.0,-0.02,10,10,10,"10, 10, 10"
176,cognitive performance,-0.0,0.37,-0.01,-0.01,10,10,10,"10, 10, 10"
177,cognitive processes,0.0,0.62,0.02,0.01,10,10,10,"10, 10, 10"
178,cognitive task,0.0,0.41,0.01,-0.01,10,10,10,"10, 10, 10"
179,cognitive tasks,0.0,0.44,-0.0,-0.01,10,10,10,"10, 10, 10"
180,cognitively,-0.0,0.56,-0.0,-0.01,10,10,10,"10, 10, 10"
181,coherence,-0.0,0.44,0.0,0.0,10,10,10,"10, 10, 10"
182,color,-0.0,0.55,-0.04,-0.0,10,10,10,"10, 10, 10"
183,communication,0.0,0.46,-0.02,-0.01,10,10,10,"10, 10, 10"
184,compensate,-0.0,0.35,-0.02,-0.0,10,10,10,"10, 10, 10"
185,compensation,0.0,0.46,-0.08,-0.02,10,10,10,"10, 10, 10"
186,compensatory,0.0,0.44,0.02,-0.0,10,10,10,"10, 10, 10"
187,competing,-0.0,0.53,0.03,0.02,10,10,10,"10, 10, 10"
188,competition,0.0,0.58,0.01,-0.0,10,10,10,"10, 10, 10"
189,complex,0.0,0.51,-0.04,-0.01,10,10,10,"10, 10, 10"
190,complexity,0.0,0.44,0.0,0.02,10,10,10,"10, 10, 10"
191,comprehension,-0.0,0.49,0.04,-0.01,10,10,10,"10, 10, 10"
192,compulsive,-0.0,0.68,0.01,-0.0,10,10,10,"10, 10, 10"
193,compulsive disorder,0.0,0.63,0.0,-0.01,10,10,10,"10, 10, 10"
194,computation,0.0,0.51,0.01,-0.01,10,10,10,"10, 10, 10"
195,concentration,-0.0,0.49,0.01,-0.0,10,10,10,"10, 10, 10"
196,concept,0.0,0.23,0.01,-0.0,10,10,10,"10, 10, 10"
197,concepts,0.0,0.49,-0.01,-0.01,10,10,10,"10, 10, 10"
198,conceptual,-0.0,0.35,0.0,-0.01,10,10,10,"10, 10, 10"
199,concrete,-0.0,-0.0,0.0,-0.02,10,10,10,"10, 10, 10"
200,concurrent,0.0,0.47,-0.01,-0.01,10,10,10,"10, 10, 10"
201,concurrently,-0.0,0.34,-0.02,-0.01,10,10,10,"10, 10, 10"
202,conditioned,0.0,0.6,-0.01,-0.02,10,10,10,"10, 10, 10"
203,conditioning,0.0,0.59,-0.01,-0.02,10,10,10,"10, 10, 10"
204,conductance,-0.0,0.45,0.01,-0.01,10,10,10,"10, 10, 10"
205,confidence,0.0,0.39,-0.01,0.01,10,10,10,"10, 10, 10"
206,conflict,0.0,0.57,0.09,0.1,10,10,10,"10, 10, 10"
207,conflicting,0.0,0.31,0.02,0.02,10,10,10,"10, 10, 10"
208,confounding,0.0,0.34,-0.01,-0.0,10,10,10,"10, 10, 10"
209,congruency,0.0,0.6,-0.01,-0.01,10,10,10,"10, 10, 10"
210,congruent,0.0,0.46,-0.01,-0.01,10,10,10,"10, 10, 10"
211,congruent incongruent,0.0,0.48,-0.02,-0.01,10,10,10,"10, 10, 10"
212,conjunction,-0.0,0.5,0.01,-0.0,10,10,10,"10, 10, 10"
213,connectivity,0.0,0.53,0.04,-0.0,10,10,10,"10, 10, 10"
214,conscious,-0.0,0.5,-0.0,-0.01,10,10,10,"10, 10, 10"
215,consciousness,-0.0,0.51,-0.0,-0.01,10,10,10,"10, 10, 10"
216,consecutive,0.0,0.46,-0.0,-0.01,10,10,10,"10, 10, 10"
217,consistency,-0.0,0.66,0.0,-0.01,10,10,10,"10, 10, 10"
218,consolidation,-0.0,0.6,-0.02,-0.01,10,10,10,"10, 10, 10"
219,constraints,-0.0,0.49,-0.01,-0.01,10,10,10,"10, 10, 10"
220,construction,0.0,0.49,-0.02,-0.02,10,10,10,"10, 10, 10"
221,consumption,0.0,0.52,-0.01,-0.0,10,10,10,"10, 10, 10"
222,context,0.0,0.49,0.0,0.0,10,10,10,"10, 10, 10"
223,contexts,-0.0,0.31,0.0,-0.0,10,10,10,"10, 10, 10"
224,contextual,-0.0,0.45,0.01,-0.0,10,10,10,"10, 10, 10"
225,contralateral,-0.0,0.39,-0.21,-0.06,10,10,10,"10, 10, 10"
226,control,0.0,0.54,0.02,0.05,10,10,10,"10, 10, 10"
227,control network,0.0,0.61,0.04,0.01,10,10,10,"10, 10, 10"
228,control processes,-0.0,0.54,0.05,0.05,10,10,10,"10, 10, 10"
229,control task,0.0,0.51,0.01,0.02,10,10,10,"10, 10, 10"
230,controlled,0.0,0.5,0.0,-0.0,10,10,10,"10, 10, 10"
231,controlling,-0.0,0.57,-0.01,-0.01,10,10,10,"10, 10, 10"
232,controls,0.0,0.43,-0.0,-0.04,10,10,10,"10, 10, 10"
233,coordination,0.0,0.41,-0.09,-0.03,10,10,10,"10, 10, 10"
234,core,-0.0,0.56,0.0,-0.0,10,10,10,"10, 10, 10"
235,corpus,-0.0,0.63,0.03,-0.01,10,10,10,"10, 10, 10"
236,corpus callosum,-0.0,0.64,0.04,-0.01,10,10,10,"10, 10, 10"
237,correct,0.0,0.57,0.07,0.06,10,10,10,"10, 10, 10"
238,correction,0.0,0.38,-0.01,-0.01,10,10,10,"10, 10, 10"
239,correctly,0.0,0.55,0.01,-0.0,10,10,10,"10, 10, 10"
240,cortex acc,0.0,0.5,0.18,0.12,10,10,10,"10, 10, 10"
241,cortex amygdala,-0.0,0.49,-0.01,-0.01,10,10,10,"10, 10, 10"
242,cortex anterior,0.0,0.54,0.07,0.05,10,10,10,"10, 10, 10"
243,cortex ba,0.0,0.6,0.02,-0.0,10,10,10,"10, 10, 10"
244,cortex bilaterally,0.0,0.35,-0.01,-0.0,10,10,10,"10, 10, 10"
245,cortex cerebellum,-0.0,0.46,0.01,-0.03,10,10,10,"10, 10, 10"
246,cortex dacc,0.0,0.46,0.06,0.05,10,10,10,"10, 10, 10"
247,cortex dlpfc,0.0,0.56,0.06,0.05,10,10,10,"10, 10, 10"
248,cortex dmpfc,0.0,0.62,0.06,-0.0,10,10,10,"10, 10, 10"
249,cortex dorsal,-0.0,0.46,0.0,-0.0,10,10,10,"10, 10, 10"
250,cortex dorsolateral,-0.0,0.41,0.0,-0.0,10,10,10,"10, 10, 10"
251,cortex frontal,0.0,0.4,0.0,-0.0,10,10,10,"10, 10, 10"
252,cortex hippocampus,-0.0,0.63,-0.0,-0.02,10,10,10,"10, 10, 10"
253,cortex inferior,-0.0,0.57,0.02,-0.0,10,10,10,"10, 10, 10"
254,cortex insula,0.0,0.53,0.01,-0.0,10,10,10,"10, 10, 10"
255,cortex involved,0.0,0.33,-0.01,-0.01,10,10,10,"10, 10, 10"
256,cortex lateral,-0.0,0.23,-0.01,-0.01,10,10,10,"10, 10, 10"
257,cortex m1,0.0,0.39,-0.17,-0.04,10,10,10,"10, 10, 10"
258,cortex medial,-0.0,0.4,0.01,-0.0,10,10,10,"10, 10, 10"
259,cortex middle,0.0,0.34,0.0,-0.01,10,10,10,"10, 10, 10"
260,cortex mpfc,0.0,0.44,0.11,-0.01,10,10,10,"10, 10, 10"
261,cortex ofc,0.0,0.41,0.03,-0.02,10,10,10,"10, 10, 10"
262,cortex parietal,0.0,0.46,0.0,0.0,10,10,10,"10, 10, 10"
263,cortex pcc,0.0,0.54,0.04,0.0,10,10,10,"10, 10, 10"
264,cortex pfc,-0.0,0.61,0.04,0.01,10,10,10,"10, 10, 10"
265,cortex posterior,-0.0,0.36,0.02,-0.01,10,10,10,"10, 10, 10"
266,cortex ppc,0.0,0.52,-0.09,-0.0,10,10,10,"10, 10, 10"
267,cortex precuneus,0.0,0.4,0.0,-0.01,10,10,10,"10, 10, 10"
268,cortex suggest,-0.0,0.57,-0.0,-0.01,10,10,10,"10, 10, 10"
269,cortex superior,-0.0,0.46,-0.01,-0.01,10,10,10,"10, 10, 10"
270,cortex supplementary,-0.0,0.54,-0.08,-0.02,10,10,10,"10, 10, 10"
271,cortex thalamus,-0.0,0.6,0.11,0.11,10,10,10,"10, 10, 10"
272,cortex ventral,-0.0,0.2,-0.0,0.0,10,10,10,"10, 10, 10"
273,cortex vlpfc,0.0,0.34,0.01,-0.0,10,10,10,"10, 10, 10"
274,cortex vmpfc,0.0,0.41,0.02,-0.0,10,10,10,"10, 10, 10"
275,cortical,0.0,0.55,-0.03,-0.0,10,10,10,"10, 10, 10"
276,cortices,0.0,0.47,-0.04,-0.01,10,10,10,"10, 10, 10"
277,cortico,3.92,0.71,0.13,0.16,10,10,10,"10, 10, 10"
278,covert,0.0,0.46,-0.04,-0.01,10,10,10,"10, 10, 10"
279,craving,-0.0,0.39,0.01,0.04,10,10,10,"10, 10, 10"
280,cross modal,-0.0,0.5,-0.03,-0.02,10,10,10,"10, 10, 10"
281,cue,-0.0,0.52,-0.0,0.02,10,10,10,"10, 10, 10"
282,cued,0.0,0.38,-0.01,0.01,10,10,10,"10, 10, 10"
283,cues,0.0,0.5,0.04,0.07,10,10,10,"10, 10, 10"
284,cuneus,-0.0,0.34,-0.14,-0.04,10,10,10,"10, 10, 10"
285,dacc,-0.0,0.44,0.07,0.06,10,10,10,"10, 10, 10"
286,daily life,-0.0,0.62,0.0,0.0,10,10,10,"10, 10, 10"
287,damage,-0.0,0.48,-0.01,-0.01,10,10,10,"10, 10, 10"
288,decision,-0.0,0.57,0.1,0.16,10,10,10,"10, 10, 10"
289,decision making,0.0,0.57,0.09,0.15,10,10,10,"10, 10, 10"
290,decision task,0.0,0.55,-0.0,-0.0,10,10,10,"10, 10, 10"
291,decisions,-0.0,0.62,0.06,0.1,10,10,10,"10, 10, 10"
292,decline,0.0,0.6,-0.01,-0.01,10,10,10,"10, 10, 10"
293,declines,0.0,0.59,-0.0,-0.03,10,10,10,"10, 10, 10"
294,decoding,0.0,0.19,-0.02,-0.02,10,10,10,"10, 10, 10"
295,default,-0.0,0.51,0.08,-0.02,10,10,10,"10, 10, 10"
296,default mode,-0.0,0.52,0.08,-0.02,10,10,10,"10, 10, 10"
297,default network,0.0,0.35,0.04,-0.02,10,10,10,"10, 10, 10"
298,deficient,-0.0,0.57,-0.01,-0.01,10,10,10,"10, 10, 10"
299,deficit,-0.0,0.49,0.0,-0.01,10,10,10,"10, 10, 10"
300,deficit hyperactivity,-0.0,0.35,0.0,-0.0,10,10,10,"10, 10, 10"
301,deficits,-0.0,0.57,-0.0,-0.0,10,10,10,"10, 10, 10"
302,delay,-0.0,0.54,0.08,0.15,10,10,10,"10, 10, 10"
303,delayed,-0.0,0.43,0.0,0.0,10,10,10,"10, 10, 10"
304,demand,0.0,0.41,0.02,-0.01,10,10,10,"10, 10, 10"
305,demanding,0.0,0.63,0.0,-0.01,10,10,10,"10, 10, 10"
306,demands,0.0,0.39,0.12,0.13,10,10,10,"10, 10, 10"
307,dementia,-0.0,0.27,-0.03,-0.04,10,10,10,"10, 10, 10"
308,dependence,0.0,0.35,0.0,0.0,10,10,10,"10, 10, 10"
309,depressed,-0.0,0.32,0.0,-0.0,10,10,10,"10, 10, 10"
310,depression,0.0,0.47,-0.01,-0.01,10,10,10,"10, 10, 10"
311,depressive,0.0,0.41,0.0,0.0,10,10,10,"10, 10, 10"
312,depressive disorder,0.0,0.49,-0.0,-0.0,10,10,10,"10, 10, 10"
313,deprivation,-0.0,-0.0,-0.01,-0.01,10,10,10,"10, 10, 10"
314,depth,0.0,0.45,-0.04,-0.01,10,10,10,"10, 10, 10"
315,detect,0.0,0.54,0.0,0.0,10,10,10,"10, 10, 10"
316,detected,0.0,0.43,-0.01,-0.0,10,10,10,"10, 10, 10"
317,detecting,-0.0,0.52,0.0,-0.0,10,10,10,"10, 10, 10"
318,detection,0.0,0.45,0.0,0.0,10,10,10,"10, 10, 10"
319,detection task,0.0,0.46,-0.02,-0.0,10,10,10,"10, 10, 10"
320,development,-0.0,0.6,0.0,0.0,10,10,10,"10, 10, 10"
321,developmental,0.0,0.57,-0.0,-0.0,10,10,10,"10, 10, 10"
322,diagnosis,0.0,0.39,-0.0,-0.0,10,10,10,"10, 10, 10"
323,difficult,-0.0,0.44,0.0,0.01,10,10,10,"10, 10, 10"
324,difficulty,0.0,0.49,0.08,0.09,10,10,10,"10, 10, 10"
325,digit,-0.0,0.47,0.0,-0.01,10,10,10,"10, 10, 10"
326,dimension,-0.0,0.43,0.0,-0.0,10,10,10,"10, 10, 10"
327,dimensional,0.0,0.58,-0.04,-0.01,10,10,10,"10, 10, 10"
328,dimensions,0.0,0.51,-0.0,-0.0,10,10,10,"10, 10, 10"
329,disability,-0.0,0.0,-0.0,-0.02,10,10,10,"10, 10, 10"
330,discriminate,0.0,0.5,0.0,-0.0,10,10,10,"10, 10, 10"
331,discriminated,0.0,0.64,-0.0,-0.0,10,10,10,"10, 10, 10"
332,discrimination,0.0,0.56,-0.01,-0.01,10,10,10,"10, 10, 10"
333,discrimination task,0.0,0.48,0.0,0.0,10,10,10,"10, 10, 10"
334,discriminative,-0.0,0.57,-0.04,-0.01,10,10,10,"10, 10, 10"
335,disease,-0.0,0.48,-0.0,-0.01,10,10,10,"10, 10, 10"
336,disease ad,0.0,0.43,-0.01,-0.02,10,10,10,"10, 10, 10"
337,disease pd,0.0,0.57,0.0,0.02,10,10,10,"10, 10, 10"
338,diseases,-0.0,0.37,0.0,-0.01,10,10,10,"10, 10, 10"
339,disgust,0.0,0.6,-0.02,-0.01,10,10,10,"10, 10, 10"
340,disorder,-0.0,0.56,0.02,-0.03,10,10,10,"10, 10, 10"
341,disorder adhd,0.0,0.51,0.0,-0.0,10,10,10,"10, 10, 10"
342,disorder mdd,-0.0,0.39,-0.0,-0.01,10,10,10,"10, 10, 10"
343,disorder ocd,0.0,0.63,-0.0,-0.0,10,10,10,"10, 10, 10"
344,disorder ptsd,0.0,0.64,-0.01,-0.01,10,10,10,"10, 10, 10"
345,disorders,0.0,0.5,-0.0,-0.01,10,10,10,"10, 10, 10"
346,distraction,0.0,0.23,0.0,-0.0,10,10,10,"10, 10, 10"
347,distractor,0.0,0.55,-0.01,-0.01,10,10,10,"10, 10, 10"
348,distractors,0.0,0.66,-0.01,-0.0,10,10,10,"10, 10, 10"
349,divided,0.0,0.47,0.0,-0.0,10,10,10,"10, 10, 10"
350,dlpfc,-0.0,0.54,0.09,0.06,10,10,10,"10, 10, 10"
351,dmn,-0.0,0.46,0.07,-0.01,10,10,10,"10, 10, 10"
352,dmpfc,0.0,0.58,0.07,-0.0,10,10,10,"10, 10, 10"
353,domain general,-0.0,0.53,0.08,0.04,10,10,10,"10, 10, 10"
354,dominance,-0.0,0.43,-0.01,-0.01,10,10,10,"10, 10, 10"
355,dominant,0.0,0.56,-0.07,-0.01,10,10,10,"10, 10, 10"
356,dopamine,-0.0,0.59,0.12,0.19,10,10,10,"10, 10, 10"
357,dopaminergic,-0.0,0.6,0.09,0.15,10,10,10,"10, 10, 10"
358,dorsal,-0.0,0.56,-0.04,-0.01,10,10,10,"10, 10, 10"
359,dorsal anterior,0.0,0.59,0.12,0.09,10,10,10,"10, 10, 10"
360,dorsal attention,0.0,0.61,-0.01,-0.01,10,10,10,"10, 10, 10"
361,dorsal medial,0.0,0.59,0.05,-0.01,10,10,10,"10, 10, 10"
362,dorsal premotor,-0.0,0.21,-0.18,-0.04,10,10,10,"10, 10, 10"
363,dorsal striatum,0.0,0.68,0.19,0.25,10,10,10,"10, 10, 10"
364,dorsal ventral,0.0,0.6,-0.01,-0.0,10,10,10,"10, 10, 10"
365,dorsolateral,-0.0,0.55,0.16,0.11,10,10,10,"10, 10, 10"
366,dorsolateral pfc,-0.0,0.63,0.03,0.0,10,10,10,"10, 10, 10"
367,dorsolateral prefrontal,-0.0,0.55,0.12,0.09,10,10,10,"10, 10, 10"
368,dorsomedial,-0.0,0.58,0.09,0.01,10,10,10,"10, 10, 10"
369,dorsomedial prefrontal,-0.0,0.59,0.07,-0.01,10,10,10,"10, 10, 10"
370,drug,0.0,0.55,0.01,0.02,10,10,10,"10, 10, 10"
371,drugs,0.0,0.47,-0.01,-0.01,10,10,10,"10, 10, 10"
372,dyslexia,0.0,0.58,-0.02,-0.01,10,10,10,"10, 10, 10"
373,dysregulation,0.0,0.64,-0.01,-0.01,10,10,10,"10, 10, 10"
374,early visual,0.0,0.43,-0.11,-0.03,10,10,10,"10, 10, 10"
375,eating,-0.0,0.64,0.01,-0.0,10,10,10,"10, 10, 10"
376,economic,-0.0,0.58,0.03,0.04,10,10,10,"10, 10, 10"
377,education,-0.0,0.35,0.0,-0.01,10,10,10,"10, 10, 10"
378,efficiency,-0.0,0.42,-0.01,-0.0,10,10,10,"10, 10, 10"
379,effort,-0.0,0.47,-0.01,0.01,10,10,10,"10, 10, 10"
380,effortful,-0.0,0.57,0.0,-0.0,10,10,10,"10, 10, 10"
381,elderly,0.0,0.34,0.0,0.0,10,10,10,"10, 10, 10"
382,electrical,0.0,0.51,-0.05,-0.02,10,10,10,"10, 10, 10"
383,emotion regulation,-0.0,0.42,0.02,-0.0,10,10,10,"10, 10, 10"
384,emotional,0.0,0.49,0.04,-0.02,10,10,10,"10, 10, 10"
385,emotional faces,0.0,0.51,-0.03,-0.01,10,10,10,"10, 10, 10"
386,emotional information,0.0,0.7,0.02,-0.01,10,10,10,"10, 10, 10"
387,emotional responses,0.0,0.57,0.02,0.0,10,10,10,"10, 10, 10"
388,emotional stimuli,-0.0,0.46,-0.01,-0.0,10,10,10,"10, 10, 10"
389,emotional valence,-0.0,0.51,-0.01,-0.0,10,10,10,"10, 10, 10"
390,emotionally,0.0,0.52,-0.03,-0.01,10,10,10,"10, 10, 10"
391,emotions,0.0,0.54,-0.01,-0.0,10,10,10,"10, 10, 10"
392,empathic,-0.0,0.22,0.0,-0.01,10,10,10,"10, 10, 10"
393,empathy,-0.0,0.35,0.01,-0.02,10,10,10,"10, 10, 10"
394,encode,0.0,0.18,-0.03,-0.01,10,10,10,"10, 10, 10"
395,encoded,0.0,0.33,-0.01,0.01,10,10,10,"10, 10, 10"
396,encoding,-0.0,0.35,-0.04,0.01,10,10,10,"10, 10, 10"
397,encoding retrieval,0.0,0.45,-0.01,0.02,10,10,10,"10, 10, 10"
398,endogenous,0.0,0.54,-0.01,-0.01,10,10,10,"10, 10, 10"
399,engagement,0.0,0.54,0.02,0.02,10,10,10,"10, 10, 10"
400,english,0.0,0.4,0.01,0.01,10,10,10,"10, 10, 10"
401,epilepsy,-0.0,0.43,0.0,0.03,10,10,10,"10, 10, 10"
402,episode,0.0,0.52,0.0,-0.01,10,10,10,"10, 10, 10"
403,episodes,-0.0,0.44,0.0,-0.01,10,10,10,"10, 10, 10"
404,episodic,0.0,0.54,0.02,-0.0,10,10,10,"10, 10, 10"
405,episodic memory,0.0,0.46,0.0,-0.0,10,10,10,"10, 10, 10"
406,erp,0.0,0.35,-0.01,-0.0,10,10,10,"10, 10, 10"
407,error,0.0,0.44,0.08,0.1,10,10,10,"10, 10, 10"
408,errors,0.0,0.47,0.06,0.07,10,10,10,"10, 10, 10"
409,estimation,0.0,0.63,0.0,0.0,10,10,10,"10, 10, 10"
410,evaluation,-0.0,0.46,0.03,-0.01,10,10,10,"10, 10, 10"
411,evaluations,0.0,0.46,0.03,-0.0,10,10,10,"10, 10, 10"
412,events,-0.0,0.56,-0.01,0.01,10,10,10,"10, 10, 10"
413,everyday,-0.0,0.26,-0.0,-0.01,10,10,10,"10, 10, 10"
414,everyday life,0.0,0.22,-0.0,-0.01,10,10,10,"10, 10, 10"
415,executed,-0.0,0.44,-0.11,-0.03,10,10,10,"10, 10, 10"
416,execution,-0.0,0.46,-0.14,0.0,10,10,10,"10, 10, 10"
